word,phon_klattese,nSyll,polysyll,nonInitialPrimaryStress,SUBTLwf,#NAME?,SUBTLWF0to10,fam,conc,imag
medicines,mEˈ-d^-s^nz,3,1,0,1.137254902,-0.773186683,2.268133175,,,
medics,mEˈ-dIks,2,0,0,1.294117647,-0.597107438,4.02892562,,,
medieval,mI-diˈ-v^l,3,1,1,2.960784314,-0.114073944,8.859260559,,,
medina,m^-dYˈ-n^,3,1,1,1.31372549,-0.579416351,4.205836489,,,
mediocre,miˌ-di-oˈ-kR,4,1,1,1.392156863,-0.515969054,4.840309462,403,,322
meditate,mEˈ-d^-teˌt,3,1,0,1.019607843,-0.961908284,0.38091716,,,
meditation,mEˌ-d^-teˈ-S^n,4,1,1,1.647058824,-0.368622449,6.31377551,,,
mediterranean,mEˌ-d^-tR-eˈ-ni-^n,6,1,1,2.37254902,-0.1776518,8.223482003,,,
medium,miˈ-di-^m,3,1,0,7.098039216,-0.019848295,9.801517048,,,
medusa,m^-duˈ-s^,3,1,1,1.039215686,-0.925952296,0.740477038,,,
meek,miˈk,1,0,0,1.725490196,-0.335872934,6.641270661,470,299,392
meer,miˈ-R,2,0,0,1.156862745,-0.747199081,2.528009193,,,
meet,miˈt,1,0,0,352.2745098,-8.06E-06,9.999919418,575,341,438
meeting,miˈ-tIG,2,0,0,132.3921569,-5.71E-05,9.999429474,575,403,451
meetings,miˈ-tIGz,2,0,0,10.39215686,-0.009259523,9.90740477,,,
meets,miˈts,1,0,0,9.31372549,-0.011527978,9.884720222,,,
meg,mEˈg,1,0,0,16.84313725,-0.003524959,9.964750414,,,
mein,miˈn,1,0,0,1.980392157,-0.254975002,7.450249975,,,
mel,mEˈl,1,0,0,15.25490196,-0.004297156,9.957028436,,,
melancholy,mEˈ-l^n-kaˌ-li,4,1,0,2.176470588,-0.211102995,7.888970051,431,329,370
melbourne,mEˈl-bRn,2,0,0,1.156862745,-0.747199081,2.528009193,,,
melissa,m^-lIˈ-s^,3,1,1,8.823529412,-0.012844444,9.871555556,,,
mellow,mEˈ-lo,2,0,0,3,-0.111111111,8.888888889,,,
melodramatic,mEˌ-l^-dr^-m@ˈ-tIk,5,1,1,1.215686275,-0.676638918,3.233610822,,,
melody,mEˈ-l^-di,3,1,0,6.607843137,-0.022902377,9.770976235,,,
melon,mEˈ-l^n,2,0,0,4.274509804,-0.054730242,9.452697584,441,,
melons,mEˈ-l^nz,2,0,0,1.411764706,-0.501736111,4.982638889,,,
melt,mEˈlt,1,0,0,7.31372549,-0.01869488,9.813051197,521,413,461
meltdown,mEˈlt-dWˌn,2,0,0,2.019607843,-0.245169196,7.54830804,,,
melted,mEˈl-t^d,2,0,0,3.941176471,-0.064379595,9.356204054,,,
melting,mEˈl-tIG,2,0,0,3.294117647,-0.092155612,9.078443878,,,
melts,mEˈlts,1,0,0,1.843137255,-0.294363966,7.056360344,,,
member,mEˈm-bR,2,0,0,28.78431373,-0.001206947,9.987930529,573,455,399
members,mEˈm-bRz,2,0,0,24,-0.001736111,9.982638889,,,
membership,mEˈm-bR-SIˌp,3,1,0,3.235294118,-0.09553719,9.044628099,,,
membrane,mEˈm-breˌn,2,0,0,1.117647059,-0.800554017,1.994459834,,,
memento,mI-mEˈn-to,3,1,1,1.274509804,-0.615621302,3.843786982,,,
memo,mEˈ-moˌ,2,0,0,6.607843137,-0.022902377,9.770976235,,,
memoirs,mEˈm-waˌrz,2,0,0,1.098039216,-0.82940051,1.705994898,,,
memorable,mEˈ-mR-^-b^l,4,1,0,2.254901961,-0.196672968,8.033270321,,,
memorial,m^-mcˈ-ri-^l,4,1,1,7.058823529,-0.020069444,9.799305556,,,
memories,mEˈ-mR-iz,3,1,0,22.19607843,-0.002029773,9.979702269,,,
memorize,mEˈ-mR-Yˌz,3,1,0,2.901960784,-0.118745435,8.812545654,,,
memorized,mEˈ-mR-Yˌzd,3,1,0,2.137254902,-0.218920966,7.810790338,,,
memory,mEˈ-mR-i,3,1,0,48.56862745,-0.000423924,9.995760757,573,284,391
memphis,mEˈm-f^s,2,0,0,4.941176471,-0.04095805,9.590419501,,,
men,mEˈn,1,0,0,372.7647059,-7.20E-06,9.999928033,621,586,587
menace,mEˈ-n^s,2,0,0,3.725490196,-0.072049861,9.279501385,425,377,398
mend,mEˈnd,1,0,0,2.607843137,-0.147040534,8.529594663,,,
menopause,mEˈ-n^-pWˌz,3,1,0,1.235294118,-0.655328798,3.446712018,,,
mental,mEˈn-t^l,2,0,0,19.64705882,-0.002590627,9.974093729,,,
mentality,mEn-t@ˈ-l^-ti,4,1,1,2.117647059,-0.222993827,7.770061728,,,
mentally,mEˈn-t^-li,3,1,0,5.68627451,-0.030927467,9.690725327,,,
mention,mEˈn-S^n,2,0,0,59.47058824,-0.000282745,9.997172546,,,
mentioned,mEˈn-S^nd,2,0,0,30.50980392,-0.001074289,9.989257109,,,
mentioning,mEˈn-S^n-IG,3,1,0,2.862745098,-0.122021017,8.779789829,,,
mentions,mEˈn-S^nz,2,0,0,1.37254902,-0.530816327,4.691836735,,,
mentor,mEˈn-tcˌr,2,0,0,3.490196078,-0.082091908,9.179080924,,,
menu,mEˈ-nyu,2,0,0,9.960784314,-0.010078895,9.899211048,550,555,613
menus,mEˈ-nyuz,2,0,0,1.960784314,-0.2601,7.399,,,
meow,mi-Wˈ,2,0,1,2.941176471,-0.1156,8.844,,,
mercenaries,mRˈ-s^-nEˌ-riz,4,1,0,1.176470588,-0.7225,2.775,,,
mercenary,mRˈ-s^-nEˌ-ri,4,1,0,1.921568627,-0.270824656,7.291753436,315,,436
mercer,mRˈ-sR,2,0,0,2.294117647,-0.190006575,8.099934254,,,
merchandise,mRˈ-C^n-dYˌz,3,1,0,4.803921569,-0.043331945,9.56668055,,,
merchant,mRˈ-C^nt,2,0,0,2.862745098,-0.122021017,8.779789829,439,517,472
merchants,mRˈ-C^nts,2,0,0,1.078431373,-0.859834711,1.401652893,,,
merciful,mRˈ-sI-f^l,3,1,0,3.490196078,-0.082091908,9.179080924,,,
merciless,mRˈ-s^-l^s,3,1,0,1.196078431,-0.699005644,3.009943564,,,
mercury,mRˈ-kyR-i,3,1,0,3.823529412,-0.068402367,9.315976331,467,537,521
mercy,mRˈ-si,2,0,0,25.31372549,-0.001560587,9.984394134,460,239,373
mere,mIˈr,1,0,0,7.862745098,-0.016175273,9.838247275,,,
merely,mIˈr-li,2,0,0,15.58823529,-0.004115344,9.958846565,,,
merge,mRˈJ,1,0,0,1.392156863,-0.515969054,4.840309462,,,
merger,mRˈ-JR,2,0,0,3.960784314,-0.063743751,9.362562494,,,
merit,mEˈ-r^t,2,0,0,3.392156863,-0.086905677,9.130943232,475,308,380
merits,mEˈ-r^ts,2,0,0,1.901960784,-0.276437454,7.235625465,,,
merlin,mRˈ-lIn,2,0,0,5.666666667,-0.031141869,9.688581315,,,
mermaid,mRˈ-meˌd,2,0,0,3.156862745,-0.100343351,8.99656649,391,494,578
merrier,mEˈ-ri-R,3,1,0,1.215686275,-0.676638918,3.233610822,,,
merrily,mEˈ-r^-li,3,1,0,2.176470588,-0.211102995,7.888970051,,,
merry,mEˈ-ri,2,0,0,39.09803922,-0.000654169,9.993458309,526,370,519
mesa,meˈ-s^,2,0,0,1.294117647,-0.597107438,4.02892562,,,
mess,mEˈs,1,0,0,78.1372549,-0.000163789,9.998362114,,,
message,mEˈ-s^J,2,0,0,91.50980392,-0.000119417,9.998805834,557,459,438
messages,mEˈ-s^-J^z,3,1,0,18.58823529,-0.002894168,9.971058324,,,
messed,mEˈst,1,0,0,16.7254902,-0.003574722,9.964252779,,,
messenger,mEˈ-s^n-JR,3,1,0,8.058823529,-0.01539773,9.846022697,491,527,505
messes,mEˈ-sIz,2,0,0,2.235294118,-0.200138504,7.998614958,,,
messiah,m^-sYˈ-^,3,1,1,2.666666667,-0.140625,8.59375,,,
messing,mEˈ-sIG,2,0,0,13.03921569,-0.005881621,9.941183787,,,
messy,mEˈ-si,2,0,0,6.862745098,-0.021232653,9.787673469,,,
met,mEˈt,1,0,0,191.3333333,-2.73E-05,9.999726839,,,
metabolism,m^-t@ˈ-b^-lIˌ-z^m,5,1,1,1.078431373,-0.859834711,1.401652893,,,
metal,mEˈ-t^l,2,0,0,19.45098039,-0.002643121,9.973568792,559,582,541
metallic,m^-t@ˈ-lIk,3,1,1,1.31372549,-0.579416351,4.205836489,,,
metals,mEˈ-t^lz,2,0,0,1.078431373,-0.859834711,1.401652893,,,
metaphor,mEˈ-t^-fcr,3,1,0,3.882352941,-0.066345271,9.336547291,479,,
meteor,miˈ-ti-R,3,1,0,3.529411765,-0.080277778,9.197222222,,,
meter,miˈ-tR,2,0,0,6.215686275,-0.02588343,9.7411657,,,
meters,miˈ-tRz,2,0,0,7.078431373,-0.01995841,9.800415896,,,
meth,mEˈT,1,0,0,2.352941176,-0.180625,8.19375,,,
methane,mEˈ-Teˌn,2,0,0,1.137254902,-0.773186683,2.268133175,,,
method,mEˈ-T^d,2,0,0,7.882352941,-0.016094899,9.839051014,556,303,304
methods,mEˈ-T^dz,2,0,0,6.470588235,-0.023884298,9.761157025,,,
meticulous,m^-tIˈ-ky^-l^s,4,1,1,1.019607843,-0.961908284,0.38091716,354,,337
metro,mEˈ-troˌ,2,0,0,4.529411765,-0.048743464,9.512565357,,,
metropolis,m^-traˈ-p^-l^s,4,1,1,1.019607843,-0.961908284,0.38091716,398,504,572
metropolitan,mEˌ-tr^-paˈ-l^-t^n,5,1,1,1.490196078,-0.450311634,5.496883657,,,
mets,mEˈts,1,0,0,1.607843137,-0.386823319,6.131766805,,,
mexican,mEˈk-s^-k^n,3,1,0,12.23529412,-0.006679919,9.933200814,,,
mexicans,mEˈk-sI-k^nz,3,1,0,2.294117647,-0.190006575,8.099934254,,,
mexico,mEˈk-s^-koˌ,3,1,0,30.98039216,-0.0010419,9.989580997,,,
mi,miˈ,1,0,0,6.019607843,-0.02759711,9.724028902,,,
mia,miˈ-^,2,0,0,5.549019608,-0.03247637,9.6752363,,,
miami,mY-@ˈ-mi,3,1,1,15.92156863,-0.00394483,9.9605517,,,
mic,mIˈk,1,0,0,1.588235294,-0.396433471,6.035665295,,,
micah,mYˈ-k^,2,0,0,2.137254902,-0.218920966,7.810790338,,,
mice,mYˈs,1,0,0,6.568627451,-0.023176654,9.76823346,,,
michael,mYˈ-k^l,2,0,0,198.3333333,-2.54E-05,9.999745781,,,
michelangelo,mYˌ-k^-l@ˈn-J^-loˌ,5,1,1,1.529411765,-0.427514793,5.724852071,,,
michigan,mIˈ-SI-g^n,3,1,0,5.843137255,-0.029289221,9.707107788,,,
mick,mIˈk,1,0,0,8.156862745,-0.015029817,9.849701831,,,
mickey,mIˈ-ki,2,0,0,18.74509804,-0.002845932,9.971540677,,,
micky,mIˈ-ki,2,0,0,1.117647059,-0.800554017,1.994459834,,,
microchip,mYˈ-kroˌ-CIˈp,3,1,0,1.450980392,-0.474981738,5.250182615,,,
microfilm,mYˈ-kr^-fIˌlm,3,1,0,1.31372549,-0.579416351,4.205836489,,,
microphone,mYˈ-kr^-foˌn,3,1,0,4.549019608,-0.048324168,9.516758323,,,
microscope,mYˈ-kr^s-koˌp,3,1,0,2.529411765,-0.156300703,8.436992969,493,591,617
microscopic,mYˌ-kr^-skaˈ-pIk,4,1,1,1.137254902,-0.773186683,2.268133175,,,
microwave,mYˈ-kr^-weˌv,3,1,0,3.901960784,-0.06568016,9.343198404,,,
mid,mIˈd,1,0,0,1.254901961,-0.635009766,3.649902344,,,
middle,mIˈ-d^l,2,0,0,89.19607843,-0.000125692,9.998743078,,,
midge,mIˈJ,1,0,0,2.019607843,-0.245169196,7.54830804,,,
midget,mIˈ-J^t,2,0,0,4.607843137,-0.047098234,9.529017655,,,
midgets,mIˈ-J^ts,2,0,0,2.274509804,-0.193296671,8.067033294,,,
midnight,mIˈd-nYˌt,2,0,0,28.37254902,-0.001242234,9.987577663,569,396,602
midst,mIˈdst,1,0,0,3.431372549,-0.084930612,9.150693878,,,
midterm,mIˈd-tRˌm,2,0,0,1.980392157,-0.254975002,7.450249975,,,
midtown,mIˈd-tWˌn,2,0,0,1.470588235,-0.4624,5.376,,,
midway,mIˈd-weˌ,2,0,0,2.215686275,-0.203696452,7.963035477,,,
midwest,mIˌd-wEˈst,2,0,1,1.843137255,-0.294363966,7.056360344,,,
might,mYˈt,1,0,0,516.3529412,-3.75E-06,9.999962493,533,271,346
mighty,mYˈ-ti,2,0,0,26.56862745,-0.001416647,9.985833526,,,
migraine,mYˈ-greˌn,2,0,0,1.862745098,-0.288199446,7.11800554,,,
mike,mYˈk,1,0,0,111.9019608,-7.99E-05,9.999201409,,,
mil,mIˈl,1,0,0,2.862745098,-0.122021017,8.779789829,,,
milan,m^-laˈn,2,0,1,1.882352941,-0.282226563,7.177734375,,,
mild,mYˈld,1,0,0,4.803921569,-0.043331945,9.56668055,556,330,359
mildly,mYˈld-li,2,0,0,1.333333333,-0.5625,4.375,,,
mildred,mIˈl-drId,2,0,0,5.490196078,-0.03317602,9.668239796,,,
mile,mYˈl,1,0,0,21,-0.002267574,9.977324263,568,460,511
mileage,mYˈ-l^J,2,0,0,1.980392157,-0.254975002,7.450249975,558,421,460
miles,mYˈlz,1,0,0,88.23529412,-0.000128444,9.998715556,,,
military,mIˈ-l^-tEˌ-ri,4,1,0,41.23529412,-0.000588114,9.994118856,458,417,478
militia,m^-lIˈ-S^,3,1,1,2.254901961,-0.196672968,8.033270321,,,
milk,mIˈlk,1,0,0,42.52941176,-0.000552868,9.994471323,588,670,638
milking,mIˈl-kIG,2,0,0,1.392156863,-0.515969054,4.840309462,,,
milky,mIˈl-ki,2,0,0,1.862745098,-0.288199446,7.11800554,,,
mill,mIˈl,1,0,0,9.529411765,-0.011012041,9.889879592,,,
millennium,m^-lEˈ-ni-^m,4,1,1,4.294117647,-0.054231563,9.457684369,,,
miller,mIˈ-lR,2,0,0,22.84313725,-0.00191641,9.980835897,,,
milligrams,mIˈ-l^-gr@ˌmz,3,1,0,1.960784314,-0.2601,7.399,,,
millimeter,mIˈ-l^-miˌ-tR,4,1,0,1.37254902,-0.530816327,4.691836735,,,
million,mIˈ-ly^n,2,0,0,120.4901961,-6.89E-05,9.999311195,519,364,440
millionaire,mIˌ-ly^-nEˈr,3,1,1,5.705882353,-0.030715273,9.692847274,,,
millionaires,mIˌ-ly^-nEˈrz,3,1,1,1.764705882,-0.321111111,6.788888889,,,
millions,mIˈ-ly^nz,2,0,0,22.49019608,-0.001977031,9.980229688,,,
mills,mIˈlz,1,0,0,4.450980392,-0.050476431,9.495235693,,,
milly,mIˈ-li,2,0,0,2.666666667,-0.140625,8.59375,,,
milo,mYˈ-lo,2,0,0,8.019607843,-0.015548688,9.844513125,,,
milt,mIˈlt,1,0,0,1.176470588,-0.7225,2.775,,,
milton,mIˈl-t^n,2,0,0,4.019607843,-0.061891731,9.381082689,,,
milwaukee,mIl-wcˈ-ki,3,1,1,2.31372549,-0.18679977,8.132002298,,,
mime,mYˈm,1,0,0,1.137254902,-0.773186683,2.268133175,,,
min,mIˈn,1,0,0,4.294117647,-0.054231563,9.457684369,,,
mina,miˈ-n^,2,0,0,2.725490196,-0.134620361,8.653796387,,,
mind,mYˈnd,1,0,0,484.6078431,-4.26E-06,9.999957419,591,333,373
minded,mYˈn-d^d,2,0,0,1.392156863,-0.515969054,4.840309462,,,
minding,mYˈn-dIG,2,0,0,2.549019608,-0.153905325,8.460946746,,,
mindless,mYˈnd-l^s,2,0,0,1.705882353,-0.343638526,6.563614744,,,
minds,mYˈndz,1,0,0,21.01960784,-0.002263345,9.977366549,,,
mine,mYˈn,1,0,0,250.9803922,-1.59E-05,9.999841248,557,452,522
minefield,mYˈn-fiˌld,2,0,0,1.019607843,-0.961908284,0.38091716,,,
miner,mYˈ-nR,2,0,0,1.450980392,-0.474981738,5.250182615,521,551,569
mineral,mIˈ-nR-^l,3,1,0,2.588235294,-0.14927686,8.507231405,454,527,432
minerals,mIˈ-nR-^lz,3,1,0,1.098039216,-0.82940051,1.705994898,,,
miners,mYˈ-nRz,2,0,0,3.470588235,-0.08302212,9.169778799,,,
minerva,m^-nRˈ-v^,3,1,1,1.274509804,-0.615621302,3.843786982,,,
mines,mYˈnz,1,0,0,6.196078431,-0.026047508,9.739524916,,,
ming,mIˈG,1,0,0,6.647058824,-0.022632939,9.773670609,,,
mingle,mIˈG-g^l,2,0,0,2.68627451,-0.138579573,8.614204273,,,
mini,mIˈ-ni,2,0,0,3.607843137,-0.076825378,9.231746219,,,
miniature,mIˈ-ni-^-CUˌr,4,1,0,2.509803922,-0.158752441,8.412475586,,,
minimal,mIˈ-n^-m^l,3,1,0,2.156862745,-0.214958678,7.850413223,,,
minimize,mIˈ-n^-mYˌz,3,1,0,1.058823529,-0.891975309,1.080246914,,,
minimum,mIˈ-n^-m^m,3,1,0,8.137254902,-0.015102337,9.848976629,,,
mining,mYˈ-nIG,2,0,0,3.156862745,-0.100343351,8.99656649,,,
minions,mIˈ-ny^nz,2,0,0,1.588235294,-0.396433471,6.035665295,,,
minister,mIˈ-n^-stR,3,1,0,18.45098039,-0.002937387,9.970626134,500,563,584
ministers,mIˈ-n^-stRz,3,1,0,1.470588235,-0.4624,5.376,,,
ministry,mIˈ-n^s-tri,3,1,0,3.843137255,-0.067706164,9.322938359,,,
minivan,mIˈ-ni-v@ˈn,3,1,0,1.588235294,-0.396433471,6.035665295,,,
mink,mIˈGk,1,0,0,3.705882353,-0.072814311,9.271856891,524,589,604
minneapolis,mIˌ-ni-@ˈ-p^-lIs,5,1,1,1.490196078,-0.450311634,5.496883657,,,
minnesota,mIˌ-nI-soˈ-t^,4,1,1,3.901960784,-0.06568016,9.343198404,,,
minnie,mIˈ-ni,2,0,0,2.764705882,-0.130828429,8.691715708,,,
minor,mYˈ-nR,2,0,0,12.82352941,-0.006081138,9.93918862,536,353,376
minority,mY-ncˈ-r^-ti,4,1,1,2.215686275,-0.203696452,7.963035477,,,
minors,mYˈ-nRz,2,0,0,1.274509804,-0.615621302,3.843786982,,,
mint,mIˈnt,1,0,0,5.431372549,-0.033898526,9.66101474,,,
mints,mIˈnts,1,0,0,1.588235294,-0.396433471,6.035665295,,,
minus,mYˈ-n^s,2,0,0,7.862745098,-0.016175273,9.838247275,,,
minute,mIˈ-n^t,2,0,0,377.4901961,-7.02E-06,9.999929824,621,361,473
minutes,mIˈ-n^ts,2,0,0,273.0196078,-1.34E-05,9.999865843,,,
miracle,mIˈ-r^-k^l,3,1,0,26.64705882,-0.00140832,9.985916797,421,282,367
miracles,mIˈ-r^-k^lz,3,1,0,6.549019608,-0.023315644,9.766843558,,,
miraculous,mR-@ˈ-ky^-l^s,4,1,1,2.098039216,-0.227181413,7.728185868,,,
mirage,mR-aˈZ,2,0,1,1.549019608,-0.416760135,5.832398654,442,377,489
miriam,mIˈ-ri-^m,3,1,0,6.68627451,-0.022368229,9.776317713,,,
mirror,mIˈ-rR,2,0,0,24.17647059,-0.001710859,9.982891411,593,605,627
mirrors,mIˈ-rRz,2,0,0,4.607843137,-0.047098234,9.529017655,,,
miscarriage,mIs-kEˈ-r^J,3,1,1,1.137254902,-0.773186683,2.268133175,,,
mischief,mIˈs-C^f,2,0,0,2.098039216,-0.227181413,7.728185868,413,325,422
misdemeanor,mIˌs-d^-miˈ-nR,4,1,1,1.431372549,-0.488084068,5.119159317,,,
miserable,mIˈ-zR-^-b^l,4,1,0,21.49019608,-0.002165306,9.978346942,,,
miserably,mIˈ-zR-^-bli,4,1,0,1.058823529,-0.891975309,1.080246914,,,
misery,mIˈ-zR-i,3,1,0,10.31372549,-0.009400888,9.905991123,494,297,444
misfortune,mIs-fcˈr-C^n,3,1,1,2.666666667,-0.140625,8.59375,,,
misguided,mIs-gYˈ-dId,3,1,1,1.666666667,-0.36,6.4,,,
mishap,mIˈs-h@ˌp,2,0,0,1.039215686,-0.925952296,0.740477038,,,
misjudged,mIs-J^ˈJd,2,0,1,1.37254902,-0.530816327,4.691836735,,,
misplaced,mIs-pleˈst,2,0,1,2.705882353,-0.13657845,8.634215501,,,
miss,mIˈs,1,0,0,467.6470588,-4.57E-06,9.999954274,586,372,447
missed,mIˈst,1,0,0,89.56862745,-0.000124649,9.998753512,,,
misses,mIˈ-s^z,2,0,0,7.31372549,-0.01869488,9.813051197,,,
missile,mIˈ-s^l,2,0,0,13.1372549,-0.005794164,9.942058365,504,597,602
missiles,mIˈ-s^lz,2,0,0,8.058823529,-0.01539773,9.846022697,,,
missing,mIˈ-sIG,2,0,0,87.92156863,-0.000129363,9.998706373,,,
mission,mIˈ-S^n,2,0,0,47.05882353,-0.000451563,9.995484375,,,
missionary,mIˈ-S^n-Eˌ-ri,4,1,0,2.137254902,-0.218920966,7.810790338,,,
missions,mIˈ-S^nz,2,0,0,2.882352941,-0.120366514,8.79633486,,,
mississippi,mIˌ-sI-sIˈ-pi,4,1,1,6.647058824,-0.022632939,9.773670609,,,
missouri,m^-zUˈ-ri,3,1,1,4.411764706,-0.051377778,9.486222222,,,
missus,mIˈ-sIz,2,0,0,3.862745098,-0.067020536,9.329794635,,,
missy,mIˈ-si,2,0,0,8.098039216,-0.015248961,9.847510392,,,
mist,mIˈst,1,0,0,3.549019608,-0.079393181,9.206068191,499,497,637
mistake,mI-steˈk,2,0,1,101.9607843,-9.62E-05,9.999038092,584,,380
mistaken,mI-steˈ-k^n,3,1,1,12.82352941,-0.006081138,9.93918862,572,,290
mistakes,mI-steˈks,2,0,1,21.88235294,-0.002088392,9.979116083,,,
mister,mIˈ-stR,2,0,0,45.60784314,-0.000480752,9.995192482,529,349,365
mistletoe,mIˈ-s^l-toˌ,3,1,0,1.921568627,-0.270824656,7.291753436,,,
mistook,mI-stUˈk,2,0,1,1.549019608,-0.416760135,5.832398654,,,
mistress,mIˈs-tr^s,2,0,0,11.88235294,-0.007082639,9.92917361,472,530,535
mistrial,mIs-trYˈ-^l,3,1,1,1.156862745,-0.747199081,2.528009193,,,
misty,mIˈ-sti,2,0,0,1.568627451,-0.40640625,5.9359375,,,
misunderstand,mIˌs-^n-dR-st@ˈnd,4,1,1,3.294117647,-0.092155612,9.078443878,,,
misunderstanding,mIˌs-^n-dR-st@ˈn-dIG,5,1,1,8.274509804,-0.014605467,9.853945329,,,
misunderstood,mIˌs-^n-dR-stUˈd,4,1,1,5.549019608,-0.03247637,9.6752363,,,
mitch,mIˈC,1,0,0,17.94117647,-0.003106692,9.968933083,,,
mite,mYˈt,1,0,0,1.176470588,-0.7225,2.775,291,463,387
mitt,mIˈt,1,0,0,1.37254902,-0.530816327,4.691836735,,,
mittens,mIˈ-t^nz,2,0,0,1.019607843,-0.961908284,0.38091716,,,
mitts,mIˈts,1,0,0,1.098039216,-0.82940051,1.705994898,,,
mitzvah,mIˈt-sv^,2,0,0,3.490196078,-0.082091908,9.179080924,,,
mix,mIˈks,1,0,0,16.35294118,-0.003739454,9.962605455,,,
mixed,mIˈkst,1,0,0,21.37254902,-0.00218921,9.978107903,,,
mixer,mIˈk-sR,2,0,0,1.078431373,-0.859834711,1.401652893,518,574,536
mixing,mIˈk-sIG,2,0,0,3.450980392,-0.083968233,9.160317665,,,
mixture,mIˈks-CR,2,0,0,2.470588235,-0.1638322,8.361678005,588,356,433
mo,moˈ,1,0,0,6.941176471,-0.02075553,9.7924447,,,
moan,moˈn,1,0,0,1.882352941,-0.282226563,7.177734375,510,379,475
moaning,moˈ-nIG,2,0,0,4.803921569,-0.043331945,9.56668055,,,
moans,moˈnz,1,0,0,2.098039216,-0.227181413,7.728185868,,,
moat,moˈt,1,0,0,1.176470588,-0.7225,2.775,443,509,497
mob,maˈb,1,0,0,12.94117647,-0.005971074,9.940289256,,,
mobile,moˈ-b^l,2,0,0,7.470588235,-0.017918036,9.820819642,,,
mobilize,moˈ-b^-lYˌz,3,1,0,1.019607843,-0.961908284,0.38091716,,,
mocha,moˈ-k^,2,0,0,1.294117647,-0.597107438,4.02892562,,,
mock,maˈk,1,0,0,5.37254902,-0.034644893,9.653551068,,,
mocked,maˈkt,1,0,0,1,-1,0,,,
mockery,maˈ-kR-i,3,1,0,1.843137255,-0.294363966,7.056360344,,,
mocking,maˈ-kIG,2,0,0,3.098039216,-0.104190034,8.958099664,,,
mockingbird,maˈ-kIG-bRˌd,3,1,0,1.176470588,-0.7225,2.775,,,
mod,mcˈd,1,0,0,1.294117647,-0.597107438,4.02892562,,,
mode,moˈd,1,0,0,5.156862745,-0.037603551,9.623964493,,,
model,maˈ-d^l,2,0,0,32.05882353,-0.000972982,9.990270179,,,
modeling,maˈ-d^l-IG,3,1,0,3.62745098,-0.075997078,9.240029218,,,
models,maˈ-d^lz,2,0,0,8.843137255,-0.012787548,9.872124522,,,
modem,moˈ-d^m,2,0,0,1.078431373,-0.859834711,1.401652893,,,
moderate,maˈ-dR-^t,3,1,0,1.235294118,-0.655328798,3.446712018,,,
modern,maˈ-dRn,2,0,0,18.23529412,-0.003007284,9.969927159,579,,368
modest,maˈ-d^st,2,0,0,5.882352941,-0.0289,9.711,546,,341
modesty,maˈ-d^-sti,3,1,0,1.764705882,-0.321111111,6.788888889,,,
modified,maˈ-d^-fYˌd,3,1,0,1.960784314,-0.2601,7.399,,,
module,maˈ-Jul,2,0,0,2.666666667,-0.140625,8.59375,,,
moe,moˈ,1,0,0,7.176470588,-0.019416823,9.805831766,,,
moi,mwaˈ,1,0,0,1.960784314,-0.2601,7.399,,,
moira,mOˈ-r^,2,0,0,1.62745098,-0.377558426,6.224415735,,,
moist,mOˈst,1,0,0,1.803921569,-0.307301512,6.926984877,,,
moisture,mOˈs-CR,2,0,0,1.215686275,-0.676638918,3.233610822,462,545,513
mojo,moˈ-Jo,2,0,0,2.960784314,-0.114073944,8.859260559,,,
molasses,m^-l@ˈ-s^z,3,1,1,1.019607843,-0.961908284,0.38091716,309,578,451
mold,moˈld,1,0,0,4.294117647,-0.054231563,9.457684369,503,486,454
mole,moˈl,1,0,0,8.058823529,-0.01539773,9.846022697,484,590,567
molecular,m^-lEˈ-ky^-lR,4,1,1,2.62745098,-0.144854088,8.551459122,,,
molecules,maˈ-l^-kyuˌlz,3,1,0,2.588235294,-0.14927686,8.507231405,,,
molested,m^-lEˈ-stId,3,1,1,1.607843137,-0.386823319,6.131766805,,,
molesting,m^-lEˈ-stIG,3,1,1,1.039215686,-0.925952296,0.740477038,,,
molly,maˈ-li,2,0,0,17.29411765,-0.003343514,9.966564857,,,
molten,moˈl-t^n,2,0,0,1.156862745,-0.747199081,2.528009193,,,
mom,maˈm,1,0,0,430.3921569,-5.40E-06,9.999946015,,,
moment,moˈ-m^nt,2,0,0,187.0392157,-2.86E-05,9.999714152,560,301,334
momentarily,moˌ-m^n-tEˈ-r^-li,5,1,1,1.588235294,-0.396433471,6.035665295,,,
momentary,moˈ-m^n-tEˌ-ri,4,1,0,1.098039216,-0.82940051,1.705994898,,,
moments,moˈ-m^nts,2,0,0,21.58823529,-0.002145684,9.978543162,,,
momentum,mo-mEˈn-t^m,3,1,1,1.705882353,-0.343638526,6.563614744,,,
momma,maˈ-m^,2,0,0,8.078431373,-0.015323075,9.846769253,,,
mommy,maˈ-mi,2,0,0,70.92156863,-0.000198812,9.998011877,,,
moms,maˈmz,1,0,0,4.745098039,-0.04441295,9.555870501,,,
mon,moˈn,1,0,0,16.25490196,-0.003784699,9.962153015,,,
mona,moˈ-n^,2,0,0,7.647058824,-0.017100592,9.828994083,,,
monastery,maˈ-n^-stEˌ-ri,4,1,0,3.705882353,-0.072814311,9.271856891,461,564,550
monday,m^ˈn-di,2,0,0,33.29411765,-0.000902121,9.990978786,,,
mondays,m^ˈn-diz,2,0,0,1.039215686,-0.925952296,0.740477038,,,
